epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,15.328,0.62999,1.63016,5.26977,1.08115,0,0.35586,0.49741,0.30897,0.30544,0.35586,0.49741,0.30897,0.30897,0.23555,0.40792,5.27687,0.86003,0,4e-05,4e-05,4e-05
2,16.3591,0.70247,2.23248,4.98309,1.12229,0,0.36336,0.4,0.34998,0.34649,0.36336,0.4,0.34998,0.34804,0.24458,0.40213,5.42509,0.8661,0,9.901e-05,9.901e-05,9.901e-05
3,17.4062,0.6673,1.94044,4.74357,1.06907,0,0.97716,1,0.995,0.995,0.97716,1,0.995,0.995,0.1335,0.26061,3.55044,0.77148,0,0.000156832,0.000156832,0.000156832
4,18.6267,0.41316,0.52408,2.0908,0.91809,0,0.99503,1,0.995,0.995,0.99503,1,0.995,0.995,0.20822,0.20272,3.1608,0.77836,0,0.000213466,0.000213466,0.000213466
5,19.8256,0.39022,0.3389,1.51138,0.8698,0,0.98363,1,0.995,0.91431,0.98363,1,0.995,0.985,0.42388,0.42719,3.77778,0.88644,0,0.000268912,0.000268912,0.000268912
6,20.9576,0.43399,0.35259,1.51566,0.9006,0,1,0.99107,0.995,0.83722,0.99166,0.9,0.97833,0.69678,0.5699,7.233,4.17594,0.93132,0,0.00032317,0.00032317,0.00032317
7,22.1843,0.41443,0.31571,1.1031,0.88006,0,0.45438,1,0.95167,0.45328,1,0.4,0.84631,0.35144,0.91237,7.38916,10.5508,1.35249,0,0.00037624,0.00037624,0.00037624
8,23.3354,0.37326,0.23894,0.90566,0.91028,0,0.96243,1,0.995,0.87292,0.96243,1,0.995,0.80582,0.51313,1.83942,2.67504,0.95703,0,0.000428122,0.000428122,0.000428122
9,24.4649,0.40485,0.31525,0.90162,0.90742,0,0.96962,1,0.995,0.83981,0.96962,1,0.995,0.79386,0.51562,1.5664,2.08012,0.95336,0,0.000478816,0.000478816,0.000478816
10,25.5665,0.39411,0.24832,0.7476,0.89625,0,0.73324,1,0.98591,0.85298,0.73324,1,0.98591,0.82895,0.63861,2.19044,3.12268,0.98288,0,0.000528322,0.000528322,0.000528322
