epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
52,30.1534,0.85373,0.98178,1.61056,0.823,0,0.16549,0.47954,0.27018,0.1962,0.16199,0.4716,0.25981,0.15815,1.04283,1.13142,2.25002,0.79439,0,0.000167838,0.000167838,0.000167838
53,30.6302,1.10565,1.18441,1.79395,0.79425,0,0.16549,0.47954,0.27018,0.1962,0.16199,0.4716,0.25981,0.15815,1.04283,1.13142,2.25002,0.79439,0,0.000162207,0.000162207,0.000162207
54,31.1591,0.87671,1.00921,1.72296,0.81534,0,0.18136,0.3675,0.26549,0.18979,0.17554,0.36138,0.25887,0.1444,1.10285,1.1391,2.23928,0.7971,0,0.000156577,0.000156577,0.000156577
55,31.6623,0.89007,0.90171,1.66533,0.80882,0,0.18136,0.3675,0.26549,0.18979,0.17554,0.36138,0.25887,0.1444,1.10285,1.1391,2.23928,0.7971,0,0.000150946,0.000150946,0.000150946
56,32.143,1.36958,1.02291,3.23478,0.888,0,0.18136,0.3675,0.26549,0.18979,0.17554,0.36138,0.25887,0.1444,1.10285,1.1391,2.23928,0.7971,0,0.000145316,0.000145316,0.000145316
57,32.6125,1.06901,1.00448,1.61407,0.8095,0,0.18136,0.3675,0.26549,0.18979,0.17554,0.36138,0.25887,0.1444,1.10285,1.1391,2.23928,0.7971,0,0.000139685,0.000139685,0.000139685
58,33.0907,1.14114,1.36914,1.82237,0.80534,0,0.1855,0.34101,0.26083,0.1814,0.18084,0.33307,0.25062,0.13728,1.10135,1.12483,2.23451,0.801,0,0.000134054,0.000134054,0.000134054
59,33.5407,0.92067,0.94936,1.62843,0.80385,0,0.1855,0.34101,0.26083,0.1814,0.18084,0.33307,0.25062,0.13728,1.10135,1.12483,2.23451,0.801,0,0.000128424,0.000128424,0.000128424
60,34.0799,0.99747,0.99057,1.7524,0.81182,0,0.1855,0.34101,0.26083,0.1814,0.18084,0.33307,0.25062,0.13728,1.10135,1.12483,2.23451,0.801,0,0.000122793,0.000122793,0.000122793
61,34.564,1.35123,1.64875,1.88335,0.79714,0,0.1855,0.34101,0.26083,0.1814,0.18084,0.33307,0.25062,0.13728,1.10135,1.12483,2.23451,0.801,0,0.000117163,0.000117163,0.000117163
62,35.0549,0.9259,1.11576,1.91156,0.86425,0,0.17271,0.32771,0.26083,0.18218,0.16482,0.32391,0.24418,0.1459,1.06797,1.08674,2.23243,0.80102,0,0.000111532,0.000111532,0.000111532
63,35.5085,0.95495,0.9807,1.44118,0.77879,0,0.17271,0.32771,0.26083,0.18218,0.16482,0.32391,0.24418,0.1459,1.06797,1.08674,2.23243,0.80102,0,0.000105901,0.000105901,0.000105901
64,35.9585,0.85991,0.92706,1.60275,0.80159,0,0.17271,0.32771,0.26083,0.18218,0.16482,0.32391,0.24418,0.1459,1.06797,1.08674,2.23243,0.80102,0,0.000100271,0.000100271,0.000100271
65,36.4202,0.94907,0.8676,1.64189,0.81285,0,0.17271,0.32771,0.26083,0.18218,0.16482,0.32391,0.24418,0.1459,1.06797,1.08674,2.23243,0.80102,0,9.464e-05,9.464e-05,9.464e-05
66,36.9199,0.82232,0.8774,1.35648,0.81473,0,0.1486,0.46009,0.26052,0.18527,0.14082,0.4536,0.24634,0.16691,1.03644,1.08287,2.22151,0.79636,0,8.90094e-05,8.90094e-05,8.90094e-05
67,37.4245,0.84116,0.87885,1.57557,0.79794,0,0.1486,0.46009,0.26052,0.18527,0.14082,0.4536,0.24634,0.16691,1.03644,1.08287,2.22151,0.79636,0,8.33788e-05,8.33788e-05,8.33788e-05
68,37.9001,0.76111,0.76325,1.6102,0.82343,0,0.1486,0.46009,0.26052,0.18527,0.14082,0.4536,0.24634,0.16691,1.03644,1.08287,2.22151,0.79636,0,7.77481e-05,7.77481e-05,7.77481e-05
69,38.3744,0.96971,0.99915,1.62241,0.80476,0,0.1486,0.46009,0.26052,0.18527,0.14082,0.4536,0.24634,0.16691,1.03644,1.08287,2.22151,0.79636,0,7.21175e-05,7.21175e-05,7.21175e-05
70,39.0256,0.91736,1.06739,1.58835,0.81185,0,0.13246,0.45794,0.26111,0.18544,0.12192,0.44074,0.22721,0.16521,1.02051,1.08823,2.20459,0.79532,0,6.64869e-05,6.64869e-05,6.64869e-05
71,40.1051,0.74868,0.80817,1.5426,0.813,0,0.13246,0.45794,0.26111,0.18544,0.12192,0.44074,0.22721,0.16521,1.02051,1.08823,2.20459,0.79532,0,6.08563e-05,6.08563e-05,6.08563e-05
72,40.7437,0.7807,0.84392,1.48126,0.81489,0,0.13246,0.45794,0.26111,0.18544,0.12192,0.44074,0.22721,0.16521,1.02051,1.08823,2.20459,0.79532,0,5.52256e-05,5.52256e-05,5.52256e-05
73,41.3394,0.88309,0.91739,1.57752,0.8039,0,0.13246,0.45794,0.26111,0.18544,0.12192,0.44074,0.22721,0.16521,1.02051,1.08823,2.20459,0.79532,0,4.9595e-05,4.9595e-05,4.9595e-05
74,41.9293,1.24643,1.62833,2.14257,0.82982,0,0.15599,0.4312,0.26293,0.18881,0.13261,0.46017,0.22921,0.16377,1.01079,1.08745,2.18547,0.79444,0,4.39644e-05,4.39644e-05,4.39644e-05
75,42.4534,1.16282,1.50958,1.94155,0.81886,0,0.15599,0.4312,0.26293,0.18881,0.13261,0.46017,0.22921,0.16377,1.01079,1.08745,2.18547,0.79444,0,3.83337e-05,3.83337e-05,3.83337e-05
76,42.8827,0.93282,1.0031,1.65035,0.80974,0,0.15599,0.4312,0.26293,0.18881,0.13261,0.46017,0.22921,0.16377,1.01079,1.08745,2.18547,0.79444,0,3.27031e-05,3.27031e-05,3.27031e-05
77,43.3307,1.58228,1.93198,2.7967,0.79607,0,0.15599,0.4312,0.26293,0.18881,0.13261,0.46017,0.22921,0.16377,1.01079,1.08745,2.18547,0.79444,0,2.70725e-05,2.70725e-05,2.70725e-05
78,43.7771,1.20615,1.18659,2.16824,0.7968,0,0.14168,0.55407,0.26964,0.19659,0.13459,0.53339,0.23625,0.16781,1.00292,1.11342,2.1823,0.79173,0,2.14419e-05,2.14419e-05,2.14419e-05
79,44.2328,1.20384,1.59456,1.89646,0.79088,0,0.14168,0.55407,0.26964,0.19659,0.13459,0.53339,0.23625,0.16781,1.00292,1.11342,2.1823,0.79173,0,1.58113e-05,1.58113e-05,1.58113e-05
80,44.6931,0.84991,0.93517,1.53659,0.76725,0,0.14168,0.55407,0.26964,0.19659,0.13459,0.53339,0.23625,0.16781,1.00292,1.11342,2.1823,0.79173,0,1.01806e-05,1.01806e-05,1.01806e-05
