epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
27,20.8101,0.57725,0.51098,0.7461,0.85715,0,0.88123,0.08434,0.49577,0.38917,0.88123,0.08434,0.49998,0.34783,0.88337,1.13429,2.45657,0.85466,0,0.0010852,0.0010852,0.0010852
28,21.4035,0.50796,0.47197,0.75711,0.87114,0,1,0.10112,0.61715,0.50437,1,0.10049,0.62765,0.43402,0.84588,0.96731,2.33247,0.85371,0,0.00110535,0.00110535,0.00110535
29,22.0699,0.6232,0.58323,0.72912,0.86217,0,1,0.10112,0.61715,0.50437,1,0.10049,0.62765,0.43402,0.84588,0.96731,2.33247,0.85371,0,0.00112402,0.00112402,0.00112402
30,22.715,0.56294,0.53944,0.69287,0.86804,0,0.95312,0.24505,0.88179,0.72381,0.95312,0.24505,0.8822,0.5731,0.75575,1.01824,1.99223,0.8454,0,0.0011412,0.0011412,0.0011412
31,23.3542,0.6088,0.53309,0.66686,0.86416,0,0.98278,0.68749,0.95664,0.7729,0.98278,0.68749,0.95664,0.61743,0.74309,0.98104,1.59419,0.84707,0,0.0011569,0.0011569,0.0011569
32,23.9827,0.63322,0.66603,0.68608,0.85982,0,0.93576,0.86747,0.95749,0.77773,0.94822,0.88261,0.96846,0.64188,0.72949,0.84848,1.31703,0.84836,0,0.00117111,0.00117111,0.00117111
33,24.5914,0.50128,0.42243,0.67354,0.83937,0,0.93576,0.86747,0.95749,0.77773,0.94822,0.88261,0.96846,0.64188,0.72949,0.84848,1.31703,0.84836,0,0.00118384,0.00118384,0.00118384
34,25.2179,0.53813,0.49524,0.63789,0.84429,0,0.93131,0.81677,0.93953,0.75439,0.93131,0.81677,0.95109,0.59141,0.78957,0.92949,1.41071,0.84142,0,0.00118325,0.00118325,0.00118325
35,25.8294,0.50724,0.47521,0.6561,0.83246,0,0.98362,0.72343,0.94643,0.77729,0.98362,0.72343,0.95706,0.59101,0.72593,0.89181,1.4669,0.83051,0,0.0011585,0.0011585,0.0011585
36,26.4195,0.5061,0.40214,0.7081,0.88474,0,0.98531,0.80786,0.96986,0.79506,0.98538,0.8122,0.97798,0.61034,0.69071,0.86093,1.32125,0.82423,0,0.00113375,0.00113375,0.00113375
37,27.0196,0.50929,0.47377,0.61009,0.82299,0,0.98531,0.80786,0.96986,0.79506,0.98538,0.8122,0.97798,0.61034,0.69071,0.86093,1.32125,0.82423,0,0.001109,0.001109,0.001109
38,27.6297,0.48399,0.376,0.63192,0.8634,0,0.92577,0.90164,0.9669,0.80533,0.93796,0.91084,0.9715,0.63089,0.65828,0.93955,0.98799,0.8238,0,0.00108425,0.00108425,0.00108425
39,28.2821,0.53211,0.41025,0.60639,0.84867,0,0.93811,0.9132,0.96892,0.80381,0.93822,0.9149,0.9698,0.60285,0.67127,1.07634,0.83281,0.83104,0,0.0010595,0.0010595,0.0010595
40,29.0145,0.46117,0.36049,0.67434,0.87448,0,0.90289,0.89615,0.94849,0.77918,0.91479,0.90549,0.96108,0.57628,0.67365,1.08967,0.90659,0.82816,0,0.00103475,0.00103475,0.00103475
41,29.6511,0.47616,0.39798,0.5793,0.84879,0,0.90289,0.89615,0.94849,0.77918,0.91479,0.90549,0.96108,0.57628,0.67365,1.08967,0.90659,0.82816,0,0.00101,0.00101,0.00101
42,30.2737,0.44951,0.33816,0.57998,0.85302,0,0.90123,0.86747,0.94492,0.78613,0.9125,0.87955,0.95648,0.59056,0.64627,1.11762,0.99091,0.82618,0,0.00098525,0.00098525,0.00098525
43,30.8932,0.42812,0.37477,0.56821,0.85748,0,0.87138,0.89792,0.95156,0.80466,0.88385,0.9168,0.96367,0.61168,0.63163,1.11801,0.84085,0.8293,0,0.0009605,0.0009605,0.0009605
44,31.4969,0.39196,0.24001,0.61013,0.84913,0,0.87919,0.92771,0.95364,0.8193,0.887,0.95181,0.96619,0.61303,0.60465,1.08992,0.80397,0.82611,0,0.00093575,0.00093575,0.00093575
45,32.0922,0.46879,0.43036,0.55879,0.83471,0,0.87919,0.92771,0.95364,0.8193,0.887,0.95181,0.96619,0.61303,0.60465,1.08992,0.80397,0.82611,0,0.000911,0.000911,0.000911
46,32.6953,0.47439,0.35604,0.57204,0.87122,0,0.88568,0.92771,0.95703,0.82822,0.89967,0.97231,0.97,0.6284,0.59653,1.002,0.77084,0.82609,0,0.00088625,0.00088625,0.00088625
47,33.3253,0.47319,0.37781,0.58484,0.8662,0,0.90669,0.93658,0.96153,0.82999,0.90504,0.95181,0.97496,0.62555,0.5906,0.95994,0.73536,0.82192,0,0.0008615,0.0008615,0.0008615
48,33.9759,0.5334,0.50578,0.5604,0.84239,0,0.89226,0.93976,0.96166,0.82782,0.90979,0.97206,0.9749,0.63294,0.60893,0.96529,0.71048,0.82326,0,0.00083675,0.00083675,0.00083675
49,34.6129,0.47761,0.39851,0.55262,0.83375,0,0.89226,0.93976,0.96166,0.82782,0.90979,0.97206,0.9749,0.63294,0.60893,0.96529,0.71048,0.82326,0,0.000812,0.000812,0.000812
50,35.2502,0.46669,0.37683,0.58852,0.83624,0,0.89519,0.95181,0.96253,0.82855,0.91785,0.9759,0.9758,0.63033,0.61232,0.99027,0.69456,0.82689,0,0.00078725,0.00078725,0.00078725
51,35.8795,0.49902,0.38991,0.57624,0.8421,0,0.89903,0.96549,0.96239,0.83034,0.93478,0.9759,0.97548,0.64036,0.59015,0.98181,0.67561,0.82483,0,0.0007625,0.0007625,0.0007625
52,36.5554,0.53457,0.47506,0.53183,0.82984,0,0.90047,0.98103,0.97212,0.82628,0.92033,0.98795,0.97585,0.63332,0.58919,0.98154,0.65094,0.8246,0,0.00073775,0.00073775,0.00073775
53,37.2282,0.45349,0.39942,0.55997,0.83579,0,0.90047,0.98103,0.97212,0.82628,0.92033,0.98795,0.97585,0.63332,0.58919,0.98154,0.65094,0.8246,0,0.000713,0.000713,0.000713
54,37.8421,0.47532,0.39846,0.55277,0.83789,0,0.88694,0.9759,0.95675,0.81303,0.89895,0.98795,0.9706,0.65259,0.6158,1.00038,0.60336,0.82647,0,0.00068825,0.00068825,0.00068825
55,38.481,0.42626,0.34675,0.55793,0.85342,0,0.8869,0.9759,0.95361,0.78616,0.88968,0.97161,0.95525,0.64165,0.66556,1.0771,0.59368,0.83476,0,0.0006635,0.0006635,0.0006635
56,39.1546,0.43267,0.42233,0.55425,0.83466,0,0.8806,0.9759,0.9522,0.76847,0.89745,0.98795,0.96599,0.62228,0.67471,1.11892,0.59972,0.83512,0,0.00063875,0.00063875,0.00063875
57,39.7816,0.4442,0.38161,0.51395,0.84348,0,0.8806,0.9759,0.9522,0.76847,0.89745,0.98795,0.96599,0.62228,0.67471,1.11892,0.59972,0.83512,0,0.000614,0.000614,0.000614
58,40.3777,0.37431,0.36362,0.56094,0.85336,0,0.88408,0.9759,0.95486,0.78016,0.89884,0.98795,0.96593,0.65953,0.63952,1.09581,0.57679,0.82924,0,0.00058925,0.00058925,0.00058925
59,40.9789,0.38418,0.33924,0.51444,0.84946,0,0.88585,0.9759,0.95647,0.79104,0.90059,0.98795,0.96607,0.66607,0.60386,1.09103,0.52475,0.82385,0,0.0005645,0.0005645,0.0005645
60,41.5906,0.39694,0.34567,0.5009,0.84721,0,0.92332,0.96386,0.97226,0.81208,0.90134,0.98795,0.96658,0.64598,0.56156,1.08372,0.50239,0.81582,0,0.00053975,0.00053975,0.00053975
61,42.2005,0.43033,0.4018,0.4798,0.82937,0,0.92332,0.96386,0.97226,0.81208,0.90134,0.98795,0.96658,0.64598,0.56156,1.08372,0.50239,0.81582,0,0.000515,0.000515,0.000515
62,42.8171,0.41529,0.37151,0.51369,0.83201,0,0.92134,0.98778,0.96925,0.8194,0.90276,0.9759,0.96577,0.60496,0.56391,1.15553,0.50703,0.81713,0,0.00049025,0.00049025,0.00049025
63,43.4289,0.41415,0.36236,0.48141,0.82446,0,0.89893,0.96386,0.96272,0.81028,0.91011,0.97585,0.96285,0.6283,0.58837,1.2117,0.53804,0.81985,0,0.0004655,0.0004655,0.0004655
64,44.0813,0.40372,0.43713,0.45603,0.83404,0,0.89609,0.93509,0.94487,0.8027,0.90879,0.96033,0.96099,0.64603,0.60359,1.15097,0.53051,0.82272,0,0.00044075,0.00044075,0.00044075
65,44.7178,0.36534,0.30655,0.50842,0.83853,0,0.89609,0.93509,0.94487,0.8027,0.90879,0.96033,0.96099,0.64603,0.60359,1.15097,0.53051,0.82272,0,0.000416,0.000416,0.000416
66,45.4399,0.41704,0.3694,0.48059,0.86418,0,0.92731,0.92227,0.94324,0.79912,0.90957,0.96953,0.96004,0.65802,0.60373,1.08166,0.51656,0.82464,0,0.00039125,0.00039125,0.00039125
67,46.0971,0.44252,0.36638,0.46195,0.83134,0,0.92739,0.92334,0.94359,0.81229,0.90643,0.9759,0.97198,0.65444,0.56879,1.02731,0.49764,0.82015,0,0.0003665,0.0003665,0.0003665
68,46.7172,0.38464,0.36507,0.47485,0.83004,0,0.92856,0.93961,0.9567,0.81078,0.89776,0.95217,0.96488,0.63524,0.54368,1.0093,0.49799,0.82122,0,0.00034175,0.00034175,0.00034175
69,47.3173,0.37603,0.31962,0.48178,0.8251,0,0.92856,0.93961,0.9567,0.81078,0.89776,0.95217,0.96488,0.63524,0.54368,1.0093,0.49799,0.82122,0,0.000317,0.000317,0.000317
70,47.916,0.36729,0.34343,0.51351,0.8457,0,0.91629,0.92318,0.94211,0.82013,0.90903,0.96318,0.96287,0.62715,0.54821,1.0287,0.48913,0.82291,0,0.00029225,0.00029225,0.00029225
71,49.4527,0.35603,0.32808,0.60563,0.78689,0,0.90546,0.92316,0.93902,0.80264,0.89865,0.96386,0.95955,0.62747,0.56747,1.06448,0.49128,0.82616,0,0.0002675,0.0002675,0.0002675
72,50.1028,0.34917,0.35805,0.59729,0.81948,0,0.86999,0.9759,0.94024,0.80108,0.90935,0.96694,0.95718,0.63151,0.57753,1.07831,0.49281,0.82718,0,0.00024275,0.00024275,0.00024275
73,50.6935,0.30253,0.35823,0.58744,0.79611,0,0.86999,0.9759,0.94024,0.80108,0.90935,0.96694,0.95718,0.63151,0.57753,1.07831,0.49281,0.82718,0,0.000218,0.000218,0.000218
74,51.2982,0.35219,0.32187,0.62184,0.80406,0,0.91658,0.92771,0.9389,0.79927,0.9183,0.94792,0.95721,0.62684,0.5767,1.06222,0.49156,0.82554,0,0.00019325,0.00019325,0.00019325
75,51.9143,0.30064,0.29138,0.53036,0.79272,0,0.92753,0.9252,0.94181,0.805,0.9241,0.96386,0.96377,0.63044,0.55292,1.04418,0.48513,0.82079,0,0.0001685,0.0001685,0.0001685
76,52.5273,0.34396,0.33587,0.54617,0.79936,0,0.92746,0.92422,0.94212,0.80415,0.93087,0.9735,0.9638,0.63405,0.53972,1.0417,0.48114,0.81887,0,0.00014375,0.00014375,0.00014375
77,53.2011,0.31673,0.29794,0.55322,0.79837,0,0.92746,0.92422,0.94212,0.80415,0.93087,0.9735,0.9638,0.63405,0.53972,1.0417,0.48114,0.81887,0,0.000119,0.000119,0.000119
78,53.9021,0.24655,0.22053,0.57831,0.76373,0,0.90785,0.94965,0.94313,0.80915,0.93089,0.97374,0.96426,0.633,0.5336,1.04355,0.48253,0.81864,0,9.425e-05,9.425e-05,9.425e-05
79,54.523,0.30099,0.27451,0.53804,0.80027,0,0.90147,0.95181,0.9436,0.81093,0.93099,0.97525,0.96416,0.63384,0.53314,1.05042,0.48355,0.81922,0,6.95e-05,6.95e-05,6.95e-05
80,55.1387,0.31296,0.28847,0.5126,0.76217,0,0.92741,0.92358,0.94243,0.80474,0.91904,0.95181,0.96316,0.62947,0.53029,1.05581,0.48228,0.81906,0,4.475e-05,4.475e-05,4.475e-05
